obligor_id,issuer,rating,rating_score,pd_1y,exposure_usd,recovery_rate,recovery_stressed,sector,factor_sector,seniority,basel_correlation
186,MAUSER PACKAGING SOLUTIONS HOLDING,BB,12,0.011,56564436.78,0.4697010910082291,0.3287774458735449,Capital Goods,Industrials,Senior Secured,0.1892339772456584
187,BOMBARDIER,BB+,9,0.0022,56217798.92,0.514417300291201,0.3600921102038407,Capital Goods,Industrials,Senior Secured,0.2275000962355834
188,BUILDERS FIRSTSOURCE,BBB,9,0.0022,55946020.63,0.5109480283633177,0.3576752249461642,Capital Goods,Industrials,Senior Secured,0.2275000962355834
189,HUMANA,A-,4,0.0002,55616801.71,0.3743588675759183,0.2807781907773963,Insurance,Financials,Senior Unsecured,0.2388059800499001
190,TALEN ENERGY SUPPLY,BBB-,10,0.004,55305913.31,0.6262477566658775,0.5323019479480503,Electric,Utilities,Senior Secured,0.2182476903693578
191,VMED O2 UK FINANCING I,BB,12,0.011,55164998.48,0.4083984765420045,0.2858312770064994,Communications,Communications,Senior Secured,0.1892339772456584
192,SM ENERGY,BB+,10,0.004,55033088.39,0.5329498062918362,0.3197669114195791,Energy,Energy,Senior Secured,0.2182476903693578
193,SYNOPSYS,A,3,0.0001,54843462.11,0.3101533161958509,0.2015908605883597,Technology,Technology,Senior Unsecured,0.2394014975031218
194,BAKER HUGHES,AA,3,0.0001,54239625.62,0.4248120731480078,0.2548542561416743,Energy,Energy,Senior Unsecured,0.2394014975031218
195,SV RNO PROPERTY OWNER 1,BBB,9,0.0022,54173559.1,0.416,0.2704,Technology,Technology,Senior Secured,0.2275000962355834
196,ASTRAZENECA,A+,1,0.0,54141129.42,0.369236195094838,0.2954000403574884,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
197,CENTENE,BBB,9,0.0022,54115056.5,0.3676170578519122,0.2757181603757542,Insurance,Financials,Senior Unsecured,0.2275000962355834
198,XPLR INFRASTRUCTURE OPERATING PART,BB+,7,0.0009,53783182.66,0.6270181708069636,0.5329808128535546,Electric,Utilities,Senior Secured,0.2347196978199719
199,TOTALENERGIES CAPITAL,BBB+,4,0.0002,53713482.09,0.4175543291874116,0.2505131723667032,Energy,Energy,Senior Unsecured,0.2388059800499001
200,WYNN MACAU,BBB-,10,0.004,53645431.84,0.4286999999999999,0.2572,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
201,RAKUTEN,BBB-,10,0.004,53479845.97,0.4185339254860797,0.2511035250479425,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
202,DISH NETWORK,B+,14,0.032,53194580.25,0.389,0.2723,Communications,Communications,Senior Secured,0.1442275821593586
203,PROLOGIS,AAA,1,0.0,53142561.82,0.4489020902965947,0.291787382878788,Reits,Real Estate,Senior Unsecured,0.2
204,FORD MOTOR,BBB,8,0.0015,52911794.74,0.309814177144882,0.1858944754880185,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2313292183594263
205,NISOURCE,BBB,2,0.0,52497951.650000006,0.4606403492788656,0.3685150974253297,Natural Gas,Utilities,Senior Unsecured,0.2
206,KROGER,A,6,0.0005,52437100.75,0.3570467559867333,0.2856437079211897,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2370371894433999
207,MOLINA HEALTHCARE,BBB-,9,0.0022,52434278.65,0.5078925881236283,0.3809194410927211,Insurance,Financials,Senior Secured,0.2275000962355834
208,HONEYWELL INTERNATIONAL,AA+,1,0.0,51838089.59,0.4030424330955943,0.2821246237797553,Capital Goods,Industrials,Senior Unsecured,0.2
209,TEXAS INSTRUMENTS,BBB+,1,0.0,51700233.36,0.3105543058262319,0.2018432092207097,Technology,Technology,Senior Unsecured,0.2
210,BAUSCH HEALTH,B+,14,0.032,51232923.78,0.3885923974299873,0.3108739560173898,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.1442275821593586
211,NOVELIS,BBB-,10,0.004,51051704.66,0.5296,0.3442999999999999,Basic Industry,Materials,Senior Secured,0.2182476903693578
212,YUM! BRANDS,A-,6,0.0005,51048581.56,0.3509173289333212,0.2105907891758276,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2370371894433999
213,NISSAN MOTOR ACCEPTANCE,BB+,9,0.0022,50970096.42,0.4272462207978496,0.2563233198026781,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2275000962355834
214,PROCTER & GAMBLE,AAA,1,0.0,50934394.3,0.3865999999999999,0.3093,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
215,COREWEAVE,B+,14,0.032,50736163.84,0.3660999999999999,0.2379999999999999,Technology,Technology,Senior Secured,0.1442275821593586
216,ROYAL BANK OF CANADA MTN,AA-,2,0.0,50288542.94,0.4019746446448941,0.2813686692099255,Banking,Financials,Senior Unsecured,0.2
217,PILGRIMS PRIDE,A-,6,0.0005,49825103.260000005,0.3620887786408372,0.2896764867997787,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2370371894433999
218,MELCO RESORTS FINANCE,BBB-,9,0.0022,49813047.06,0.4280777184490107,0.2568241219823102,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2275000962355834
219,VIRGINIA ELECTRIC AND POWER,BBB+,5,0.0004,49671892.31,0.4726786101183267,0.4017804597113003,Electric,Utilities,Senior Unsecured,0.2376238407968106
220,SERVICE,BBB+,7,0.0009,49459382.17,0.3196074636199808,0.1917970790036053,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2347196978199719
221,CONSOLIDATED EDISON,AA+,2,0.0,49334380.54,0.4724038744121221,0.4015065283886911,Electric,Utilities,Senior Unsecured,0.2
222,CATERPILLAR,AA-,1,0.0,49096237.87,0.3907027538774225,0.2734938258469049,Capital Goods,Industrials,Senior Unsecured,0.2
223,WULF,A-,7,0.0009,49060871.25,0.4285,0.2785,Technology,Technology,Senior Secured,0.2347196978199719
224,NOMURA,A+,4,0.0002,49040848.69,0.3708361342265752,0.2595946711438733,Brokerage/Asset Managers/Exchanges,Financials,Senior Unsecured,0.2388059800499001
225,NEWELL BRANDS,BBB-,9,0.0022,49036087.31,0.3896489450952485,0.3116877075872675,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.2275000962355834
226,TAKEDA PHARMACEUTICAL,AA+,2,0.0,48902642.63,0.3669569707800881,0.2935749238493862,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
227,OLYMPUS WATER US HOLDING,BB,9,0.0022,48699327.17,0.5167396545875523,0.3359037548107669,Basic Industry,Materials,Senior Secured,0.2275000962355834
228,JBS,BBB-,7,0.0009,48446388.4,0.3487996998729837,0.2790397598983869,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2347196978199719
229,BALL,A-,6,0.0005,48403626.39,0.3827117677497014,0.267910812908578,Capital Goods,Industrials,Senior Unsecured,0.2370371894433999
230,HALLIBURTON,BBB,2,0.0,48195517.73,0.4202925112018711,0.2521617316263863,Energy,Energy,Senior Unsecured,0.2
231,TALLGRASS ENERGY PARTNERS,BBB-,9,0.0022,48110120.49,0.5641034844785524,0.3384712726819238,Energy,Energy,Senior Secured,0.2275000962355834
232,EMRLD BORROWER,BBB,9,0.0022,47552392.09,0.52,0.364,Capital Goods,Industrials,Senior Secured,0.2275000962355834
233,FTAI AVIATION INVESTORS,BBB+,8,0.0015,47463405.25,0.4854746063100055,0.3155700149037873,Finance Companies,Financials,Senior Secured,0.2313292183594263
234,DEUTSCHE BANK,A-,2,0.0,47269358.82,0.3902384815424709,0.2731598520132624,Banking,Financials,Senior Unsecured,0.2
235,MORGAN STANLEY PRIVATE BANK NA,AA-,4,0.0002,47134603.97,0.3996,0.2797,Banking,Financials,Senior Unsecured,0.2388059800499001
236,BELL TELEPHONE,BBB,5,0.0004,47123771.7,0.3098987414502943,0.2169004719994856,Communications,Communications,Senior Unsecured,0.2376238407968106
237,SIMON PROPERTY,A+,2,0.0,47117765.58,0.4510620999720378,0.2931891830225877,Reits,Real Estate,Senior Unsecured,0.2
238,CLYDESDALE ACQUISITION,BB,11,0.007,47074651.65,0.4722328649418694,0.3305525248524489,Capital Goods,Industrials,Senior Secured,0.2045625707662456
239,TRANSCANADA PIPELINES,BBB+,3,0.0001,47059698.88,0.4206390059931892,0.252358193863968,Energy,Energy,Senior Unsecured,0.2394014975031218
240,CARVANA,BBB-,10,0.004,47012966.48,0.4245751302129701,0.2547157034237206,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
241,PAYPAL,AA+,2,0.0,46556010.31,0.3154067900863475,0.2049910619862993,Technology,Technology,Senior Unsecured,0.2
242,WESTPAC BANKING,A-,1,0.0,46519654.37,0.3941347309043216,0.275905722213946,Banking,Financials,Senior Unsecured,0.2
243,CHUBB INA,A+,2,0.0,46427524.63,0.3873566075835821,0.2905273702443783,Insurance,Financials,Senior Unsecured,0.2
244,ION PLATFORM FINANCE US,B-,13,0.019,46087903.58,0.3509018208938892,0.2280622090502993,Technology,Technology,Senior Secured,0.1664089228145401
245,GE HEALTHCARE TECHNOLOGIES,A+,2,0.0,45988275.43,0.3701251705721985,0.2961161629293347,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
246,TRANSOCEAN INTERNATIONAL,BB+,10,0.004,45939594.53,0.5513285216642072,0.3307988420599149,Energy,Energy,Senior Secured,0.2182476903693578
247,DISCOVERY,A,6,0.0005,45687956.97,0.3180824903680739,0.2226985636781474,Communications,Communications,Senior Unsecured,0.2370371894433999
248,IQVIA,BBB,7,0.0009,45428436.09,0.4985179623282074,0.3988326859260587,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.2347196978199719
249,SERVICE PROPERTIES TRUST,BB,11,0.007,45260956.72,0.4429865203586665,0.2879570098795737,Reits,Real Estate,Senior Secured,0.2045625707662456
250,GARDA WORLD SECURITY,BB,9,0.0022,45230839.09,0.4212327306978111,0.2527004963986397,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2275000962355834
251,MINERAL RESOURCES,BB+,10,0.004,45157194.2,0.5207818708770882,0.3385560810300299,Basic Industry,Materials,Senior Secured,0.2182476903693578
252,CITIBANK NA,AA+,2,0.0,44892480.71,0.4017458530926659,0.2812078967678193,Banking,Financials,Senior Unsecured,0.2
253,TARGET,AA-,1,0.0,44778896.31,0.3327470958772051,0.1996501767060413,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2
254,SOUTHERN,BBB+,2,0.0,44706984.52,0.484359753943588,0.4117013079323874,Electric,Utilities,Senior Unsecured,0.2
255,ANTERO MIDSTREAM PARTNERS,A-,7,0.0009,44254725.91,0.5759274819826806,0.3455519223500937,Energy,Energy,Senior Secured,0.2347196978199719
256,ENTEGRIS,A-,7,0.0009,44112955.69,0.4239416151166995,0.2755461665956213,Technology,Technology,Senior Secured,0.2347196978199719
257,PERMIAN RESOURCES OPERATING,BBB,8,0.0015,44065619.73,0.5673224467041893,0.340386925989932,Energy,Energy,Senior Secured,0.2313292183594263
258,NAVIENT,BB-,11,0.007,43951488.17,0.3160430024161341,0.2054574031593706,Finance Companies,Financials,Senior Unsecured,0.2045625707662456
259,EOG RESOURCES,AA-,2,0.0,43919661.56,0.4265762472530992,0.2559155387840834,Energy,Energy,Senior Unsecured,0.2
260,FAIR ISAAC,BBB-,7,0.0009,43877520.48,0.4094481206468575,0.2661543821791636,Technology,Technology,Senior Secured,0.2347196978199719
261,CHEVRON USA,AA+,1,0.0,43695008.77,0.4433892909897452,0.266000667877289,Energy,Energy,Senior Unsecured,0.2
262,GOODYEAR TIRE & RUBBER,BBB-,9,0.0022,43650908.02,0.3012747325663307,0.1807570383576868,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2275000962355834
263,KENVUE,AA+,2,0.0,43616584.16,0.3714047758049606,0.2971361708961484,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
264,PANTHER ESCROW ISSUER,BB+,11,0.007,43536614.25,0.494,0.3705,Insurance,Financials,Senior Secured,0.2045625707662456
265,UBER TECHNOLOGIES,A,2,0.0,43519900.95,0.3348463397726552,0.2008954064279183,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2
266,TELUS,BBB-,10,0.004,42911376.85,0.3051,0.2135,Communications,Communications,Senior Unsecured,0.2182476903693578
267,STARWOOD PROPERTY TRUST,BBB-,8,0.0015,42879031.33,0.5943207667772891,0.386295138061133,Reits,Real Estate,Senior Secured,0.2313292183594263
268,TOTALENERGIES CAPITAL INTERNATIONA,AAA,1,0.0,42623435.53,0.4225721640886698,0.2535346158771027,Energy,Energy,Senior Unsecured,0.2
269,CHURCHILL DOWNS,BBB,7,0.0009,42355789.37,0.4421378154385698,0.2652828965044029,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2347196978199719
270,STARBUCKS,AA+,1,0.0,42205439.78,0.3324028960689342,0.199438917359766,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2
271,TELEFONICA EMISIONES,BBB-,8,0.0015,42127168.36,0.3084091531668282,0.2158586517252924,Communications,Communications,Senior Unsecured,0.2313292183594263
272,SIX FLAGS ENTERTAINMENT,BB-,10,0.004,42086264.71,0.3944115794810102,0.2366236701063129,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
273,FIFTH THIRD BANCORP,A,4,0.0002,41824119.36,0.3871168772421464,0.2709542621082219,Banking,Financials,Senior Unsecured,0.2388059800499001
274,PERFORMANCE FOOD,BBB,8,0.0015,41506665.400000006,0.4939999999999999,0.3952,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.2313292183594263
275,VIKING CRUISES,BBB,9,0.0022,40946673.86,0.4341452451442658,0.2604735141768851,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2275000962355834
276,AADVANTAGE LOYALTY IP,BBB-,10,0.004,40824882.22,0.5296,0.3707,Transportation,Industrials,Senior Secured,0.2182476903693578
277,PRUDENTIAL FINANCIAL,BBB+,6,0.0005,40707052.63,0.3749569857780932,0.2812244379629998,Insurance,Financials,Senior Unsecured,0.2370371894433999
278,MICRON TECHNOLOGY,AAA,1,0.0,40424287.33,0.3204699553882277,0.2082846865145712,Technology,Technology,Senior Unsecured,0.2
280,OPEN TEXT,BBB,9,0.0022,40168114.010000005,0.4014298885903804,0.2609434373062565,Technology,Technology,Senior Secured,0.2275000962355834
281,GENESIS ENERGY,BB+,10,0.004,40147722.2,0.3979928304379868,0.2388297411336576,Energy,Energy,Senior Unsecured,0.2182476903693578
282,CARRIER GLOBAL,AA,2,0.0,39814092.95,0.3901628042169676,0.2731069257022468,Capital Goods,Industrials,Senior Unsecured,0.2
283,PUBLIC SERVICE,AA,3,0.0001,39745367.49,0.4777096121829819,0.4060546039144196,Electric,Utilities,Senior Unsecured,0.2394014975031218
284,HESS MIDSTREAM OPERATIONS,A-,7,0.0009,39576029.9,0.5838656530679445,0.3503055945697574,Energy,Energy,Senior Secured,0.2347196978199719
285,GEORGIA POWER,AA-,2,0.0,39479147.53,0.4876505079907686,0.4144848790853565,Electric,Utilities,Senior Unsecured,0.2
286,JBS USA LUX,A,6,0.0005,39409047.510000005,0.3660805870792029,0.2928810385123159,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2370371894433999
287,MGM RESORTS INTERNATIONAL,BBB,7,0.0009,39376661.42,0.3146061500564361,0.1887643675874134,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2347196978199719
288,CSX,AA,1,0.0,39258604.82,0.4011043734751091,0.2807316617124755,Transportation,Industrials,Senior Unsecured,0.2
289,MEDLINE BORROWER,BBB+,5,0.0004,39111036.06,0.4950104267454427,0.3960099777149704,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.2376238407968106
290,ILIAD HOLDING,BB+,10,0.004,38963122.19,0.4254132182689182,0.2977843128712832,Communications,Communications,Senior Secured,0.2182476903693578
291,STRYKER,AA+,1,0.0,38809150.24,0.3777386192362812,0.3022087955764011,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
292,AVIS BUDGET CAR RENTAL,BB,9,0.0022,38806949.620000005,0.5170297447828623,0.3618855211116178,Transportation,Industrials,Senior Secured,0.2275000962355834
293,DOW CHEMICAL,BBB-,5,0.0004,38672765.04,0.3867651718883662,0.251404597727776,Basic Industry,Materials,Senior Unsecured,0.2376238407968106
294,STAPLES,B-,16,0.088,38587745.42,0.3470198948446882,0.2082637451064639,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.1214732807883682
295,BOSTON PROPERTIES,A+,4,0.0002,38580318.5,0.4366030292759247,0.2838028637078514,Reits,Real Estate,Senior Unsecured,0.2388059800499001
296,DIAGEO CAPITAL,AA+,1,0.0,38478528.86,0.3809847456278504,0.3048077965022803,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
297,PLAINS ALL AMERICAN PIPELINE,AA+,2,0.0,37934097.6,0.4341224198714825,0.2604373194127333,Energy,Energy,Senior Unsecured,0.2
298,RHP HOTEL PROPERTIES,BBB,8,0.0015,37694061.75,0.5960447132763292,0.3874219634264275,Reits,Real Estate,Senior Secured,0.2313292183594263
299,LYB INTERNATIONAL FINANCE III,BBB+,7,0.0009,37659616.53,0.3826947430217766,0.2487290638432053,Basic Industry,Materials,Senior Unsecured,0.2347196978199719
300,GENERAL ELECTRIC,AA+,1,0.0,37638232.53,0.4017214966956898,0.2811907814618361,Capital Goods,Industrials,Senior Unsecured,0.2
301,VICI PROPERTIES,A+,5,0.0004,37599807.370000005,0.323383229892994,0.1940265015211965,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2376238407968106
302,EXELON,AA+,2,0.0,37549325.35,0.4835867877487977,0.411010973524242,Electric,Utilities,Senior Unsecured,0.2
303,PETSMART,BB+,11,0.007,37472376.15,0.4113443672713293,0.2467776956155207,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2045625707662456
304,US FOODS,BBB+,7,0.0009,37276439.74,0.494131160026282,0.3953054597508618,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.2347196978199719
305,GLAXOSMITHKLINE CAPITAL,A,1,0.0,37223085.34,0.374576439108634,0.2996811512869072,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2
306,APLD,BB,11,0.007,37027161.45,0.3876631632530665,0.2519965158513927,Technology,Technology,Senior Secured,0.2045625707662456
307,FORTESCUE TREASURY PTY,BBB+,5,0.0004,36991087.55,0.550957455784157,0.3581141746292885,Basic Industry,Materials,Senior Secured,0.2376238407968106
308,NATWEST,AA,3,0.0001,36853398.95,0.3940891972966581,0.2758275440463003,Banking,Financials,Senior Unsecured,0.2394014975031218
309,SS&C TECHNOLOGIES,A-,7,0.0009,36816496.96,0.4225384661327648,0.2746369260540316,Technology,Technology,Senior Secured,0.2347196978199719
310,CRESCENT ENERGY FINANCE,BB+,11,0.007,36596607.68,0.5434,0.326,Energy,Energy,Senior Secured,0.2045625707662456
311,ROCKET MORTGAGE,BBB+,8,0.0015,36493975.8,0.4939999999999999,0.3211,Finance Companies,Financials,Senior Secured,0.2313292183594263
312,AMERICAN AXLE & MANUFACTURING,BB,10,0.004,36417894.65,0.3926429451046533,0.2355381113537819,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
313,GENMAB A/S,BBB+,8,0.0015,36381727.12,0.4877282916777591,0.3901572074976577,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.2313292183594263
314,DEVON ENERGY,A,6,0.0005,36184403.89,0.4123201145733728,0.247381637146821,Energy,Energy,Senior Unsecured,0.2370371894433999
315,COMSTOCK RESOURCES,BB+,11,0.007,35901644.47,0.5434,0.326,Energy,Energy,Senior Secured,0.2045625707662456
316,VZ SECURED FINANCING BV,BB,12,0.011,35394067.86,0.4111000000000001,0.2877,Communications,Communications,Senior Secured,0.1892339772456584
317,CHEMOURS,AAA,1,0.0,35028408.51,0.5013783324710918,0.3259155139662381,Basic Industry,Materials,Senior Unsecured,0.2
318,WYNN RESORTS FINANCE,BBB,8,0.0015,34803833.36,0.4382118352294915,0.2629214046493182,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2313292183594263
319,LIVE NATION ENTERTAINMENT,BBB-,7,0.0009,34696334.77,0.4430038678012502,0.2658038302563911,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2347196978199719
320,NXP BV,AA-,3,0.0001,34684200.99,0.3165155575407994,0.205724745363667,Technology,Technology,Senior Unsecured,0.2394014975031218
321,ONCOR ELECTRIC DELIVERY,AA,3,0.0001,34412489.1,0.4805547055658929,0.4084708979817736,Electric,Utilities,Senior Unsecured,0.2394014975031218
322,RTX,BBB+,2,0.0,34212877.07,0.3858418721546297,0.2700739637926919,Capital Goods,Industrials,Senior Unsecured,0.2
323,GEN DIGITAL,BBB-,10,0.004,33968554.14,0.4034999999999999,0.2623,Technology,Technology,Senior Secured,0.2182476903693578
324,AMERICAN WATER CAPITAL,A,4,0.0002,33768052.76,0.4813184954851984,0.4091348270122165,Utility Other,Utilities,Senior Unsecured,0.2388059800499001
325,NVIDIA,A,1,0.0,33511238.37,0.3166822730342149,0.2058209133771859,Technology,Technology,Senior Unsecured,0.2
326,ADVANCE AUTO PARTS,BBB-,10,0.004,33487584.71,0.4007290109771849,0.2404014880349966,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
327,DOMINION ENERGY,AA,3,0.0001,33203774.27,0.496057560246087,0.4216776410722178,Electric,Utilities,Senior Unsecured,0.2394014975031218
328,BEACH ACQUISITION BIDCO,BB-,13,0.019,32904163.26,0.3978,0.2387,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.1664089228145401
329,ARTHUR J GALLAGHER &,BBB,2,0.0,32604244.27,0.3862727799997862,0.2896968874786006,Insurance,Financials,Senior Unsecured,0.2
330,KODIAK GAS SERVICES,BBB+,8,0.0015,32593324.64,0.5621230437678971,0.3372853110935662,Energy,Energy,Senior Secured,0.2313292183594263
331,UKG,BB+,11,0.007,32470466.83,0.3952,0.2569,Technology,Technology,Senior Secured,0.2045625707662456
332,KIOXIA,BBB+,8,0.0015,32238636.54,0.416,0.2704,Technology,Technology,Senior Secured,0.2313292183594263
333,EQUIPMENTSHARECOM,BB+,11,0.007,32210421.21,0.494,0.3458,Capital Goods,Industrials,Senior Secured,0.2045625707662456
334,CRH AMERICA FINANCE,A,3,0.0001,32142398.65,0.3914506764448646,0.2739734483126074,Capital Goods,Industrials,Senior Unsecured,0.2394014975031218
335,QXO BUILDING PRODUCTS,BBB-,10,0.004,31872268.19,0.5044,0.3531,Capital Goods,Industrials,Senior Secured,0.2182476903693578
336,SEAGATE DATA STORAGE TECHNOLOGY PT,BB+,6,0.0005,31374530.73,0.406277781542615,0.2640909358004922,Technology,Technology,Senior Secured,0.2370371894433999
337,KINETIK,BBB,8,0.0015,31357005.33,0.572,0.3432,Energy,Energy,Senior Secured,0.2313292183594263
338,DELEK LOGISTICS PARTNERS,BB+,11,0.007,31277573.62,0.5434,0.326,Energy,Energy,Senior Secured,0.2045625707662456
339,SMYRNA READY MIX,BBB-,10,0.004,31216381.6,0.4942260273174004,0.3459586537900984,Capital Goods,Industrials,Senior Secured,0.2182476903693578
340,WAYFAIR,BBB-,10,0.004,31213533.05,0.4287,0.2572,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
341,CONNECT HOLDING II,B,15,0.053,31147277.44,0.3757,0.263,Communications,Communications,Senior Secured,0.1284781455672515
342,ALTICE FINANCING,CCC,18,0.2,31142236.33,0.3011354436905976,0.2108035917286997,Communications,Communications,Senior Secured,0.1200054479915714
343,SOLVENTUM,AA-,4,0.0002,31129972.700000003,0.3715766310977201,0.2972776425128378,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2388059800499001
344,FOX,A,6,0.0005,31104880.55,0.3208610499094811,0.224656786560783,Communications,Communications,Senior Unsecured,0.2370371894433999
345,WELLTOWER OP,AA+,2,0.0,31095601.99,0.4593841522392408,0.2985993471073174,Reits,Real Estate,Senior Unsecured,0.2
346,SAKS GLOBAL,CCC-,1,0.0,31048190.39,0.2852590789239231,0.1711677772064834,Consumer Cyclical,Consumer Discretionary,Senior Unsecured,0.2
347,HUNTINGTON BANCSHARES,AA-,3,0.0001,31025539.26,0.3290515927708649,0.2303323335799127,Banking,Financials,Subordinated,0.2394014975031218
348,W R GRACE,BB,11,0.007,31015397.130000003,0.5133883668154083,0.3337401288430641,Basic Industry,Materials,Senior Secured,0.2045625707662456
349,LAMAR MEDIA,A-,7,0.0009,30892634.8,0.3452197460308889,0.241711185623636,Communications,Communications,Senior Unsecured,0.2347196978199719
350,MATCH,BBB-,7,0.0009,30742047.28,0.4367403072702906,0.2620362750497989,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2347196978199719
351,NGL ENERGY OPERATING,BB+,11,0.007,30588156.98,0.5434,0.326,Energy,Energy,Senior Secured,0.2045625707662456
352,DUKE ENERGY CAROLINAS,BBB+,3,0.0001,30480115.26,0.4711780572358636,0.4004838986233872,Electric,Utilities,Senior Unsecured,0.2394014975031218
353,ORANGE,AA-,4,0.0002,30359651.08,0.3321742375683456,0.2325439119524953,Communications,Communications,Senior Unsecured,0.2388059800499001
354,KEURIG DR PEPPER,A+,3,0.0001,30201534.94,0.3630795631384554,0.2904763036095543,Consumer Non-Cyclical,Consumer Staples,Senior Unsecured,0.2394014975031218
355,CLEARWAY ENERGY OPERATING,A-,7,0.0009,30165936.92,0.6649335049439928,0.565212624721553,Electric,Utilities,Senior Secured,0.2347196978199719
356,L3HARRIS TECHNOLOGIES,AA,2,0.0,30147197.62,0.3956810300450075,0.2769461292208161,Capital Goods,Industrials,Senior Unsecured,0.2
357,PBF HOLDING,BB+,9,0.0022,30096937.67,0.4899320401764316,0.2939349038594729,Energy,Energy,Senior Secured,0.2275000962355834
358,HOWARD HUGHES,BBB-,10,0.004,30062835.72,0.4791999999999999,0.3115,Financial Other,Financials,Senior Secured,0.2182476903693578
359,ZAYO,BB+,11,0.007,30016616.660000004,0.4022107974180324,0.2815335665207512,Communications,Communications,Senior Secured,0.2045625707662456
360,MOTOROLA SOLUTIONS,A,2,0.0,30007288.04,0.3163440881461276,0.2056087823256686,Technology,Technology,Senior Unsecured,0.2
361,AVANTOR FUNDING,BBB,9,0.0022,29968103.65,0.494,0.3952,Consumer Non-Cyclical,Consumer Staples,Senior Secured,0.2275000962355834
362,VIRGIN MEDIA SECURED FINANCE,BBB-,10,0.004,29911157.88,0.4255157246275081,0.2978565332602898,Communications,Communications,Senior Secured,0.2182476903693578
363,DEUTSCHE TELEKOM INTERNATIONAL FIN,AA-,4,0.0002,29609880.45,0.3397,0.2378,Communications,Communications,Senior Unsecured,0.2388059800499001
364,ALLISON TRANSMISSION,A-,7,0.0009,29580672.45,0.4493301679376122,0.2696091235714961,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2347196978199719
365,MARATHON PETROLEUM,BBB+,2,0.0,29389402.84,0.4226029405718948,0.2535502727541299,Energy,Energy,Senior Unsecured,0.2
366,ALEXANDRIA REAL ESTATE EQUITIES IN,A-,5,0.0004,29368803.72,0.4421436055878275,0.2873862882227741,Reits,Real Estate,Senior Unsecured,0.2376238407968106
367,UBS,BBB+,4,0.0002,29140861.61,0.381030415480704,0.2667138378530599,Banking,Financials,Senior Unsecured,0.2388059800499001
368,MCGRAW-HILL EDUCATION,BBB,9,0.0022,29111695.78,0.429178334010675,0.3004068126510905,Communications,Communications,Senior Secured,0.2275000962355834
369,ANYWHERE REAL ESTATE,BBB-,10,0.004,29102843.91,0.4226133502717535,0.2535341768682151,Consumer Cyclical,Consumer Discretionary,Senior Secured,0.2182476903693578
370,KLA,BBB+,1,0.0,29019089.880000003,0.3080984524048071,0.2002476448031181,Technology,Technology,Senior Unsecured,0.2
